10059,196,1468
10060,196,1468
10061,185,1458
10062,199,1465
10063,206,1457
10064,216,1448
10065,220,1444
10066,220,1444
10067,210,1453
10068,224,1492
10069,220,1497
10070,232,1484
10071,235,1480
10072,241,1475
10073,224,1528
10074,212,1512
10075,218,1521
10076,207,1509
10077,215,1516
10078,226,1530
10079,183,1531
10080,253,1506
10081,197,1549
10082,193,1544
10083,186,1537
10084,265,1496
10085,247,1511
10086,258,1501
10087,198,1568
10088,285,1485
10089,243,1516
10090,291,1481
10091,279,1487
10092,270,1491
10093,202,1573
10094,232,1570
10095,238,1565
10096,254,1550
10097,229,1572
10098,267,1539
10099,195,1564
10100,262,1543
10101,206,1577
10102,275,1533
10103,220,1580
10104,224,1577
10105,294,1520
10106,249,1554
10107,280,1530
10108,303,1516
10109,241,1562
10110,290,1523
11056,174,1608
11057,182,1614
11058,170,1604
11059,196,1628
11060,196,1628
11061,185,1618
11062,199,1625
11063,206,1617
11064,216,1608
11065,220,1604
11066,220,1604
11067,210,1613
11068,224,1652
11069,220,1657
11070,232,1644
11071,235,1640
11072,241,1635
11073,224,1688
11074,212,1672
11075,218,1681
11076,207,1669
11077,215,1676
11078,226,1690
11079,183,1691
11080,253,1666
11081,197,1709
11082,193,1704
11083,186,1697
11084,265,1656
11085,247,1671
11086,258,1661
11087,198,1728
11088,285,1645
11089,243,1676
11090,291,1641
11091,279,1647
11092,270,1651
11093,202,1733
11094,232,1730
11095,238,1725
11096,254,1710
11097,229,1732
11098,267,1699
11099,195,1724
11100,262,1703
11101,206,1737
11102,275,1693
11103,220,1740
11104,224,1737
11105,294,1680
11106,249,1714
11107,280,1690
11108,303,1676
11109,241,1722
11110,290,1683
12056,174,1768
12057,182,1774
12058,170,1764
12059,196,1788
12060,196,1788
12061,185,1778
12062,199,1785
12063,206,1777
12064,216,1768
12065,220,1764
12066,220,1764
12067,210,1773
12068,224,1812
12069,220,1817
12070,232,1804
12071,235,1800
12072,241,1795
12073,224,1848
12074,212,1832
12075,218,1841
12076,207,1829
12077,215,1836
12078,226,1850
12079,183,1851
12080,253,1826
12081,197,1869
12082,193,1864
12083,186,1857
12084,265,1816
12085,247,1831
12086,258,1821
12087,198,1888
12088,285,1805
12089,243,1836
12090,291,1801
12091,279,1807
12092,270,1811
12093,202,1893
12094,232,1890
12095,238,1885
12096,254,1870
12097,229,1892
12098,267,1859
12099,195,1884
12100,262,1863
12101,206,1897
12102,275,1853
12103,220,1900
12104,224,1897
12105,294,1840
12106,249,1874
12107,280,1850
12108,303,1836
12109,241,1882
12110,290,1843
13056,174,1928
13057,182,1934
13058,170,1924
13059,196,1948
13060,196,1948
13061,185,1938
13062,199,1945
13063,206,1937
13064,216,1928
13065,220,1924
13066,220,1924
13067,210,1933
13068,224,1972
13069,220,1977
13070,232,1964
13071,235,1960
13072,241,1955
13073,224,2008
13074,212,1992
13075,218,2001
13076,207,1989
13077,215,1996
13078,226,2010
13079,183,2011
13080,253,1986
13081,197,2029
13082,193,2024
13083,186,2017
13084,265,1976
13085,247,1991
13086,258,1981
13087,198,2048
13088,285,1965
13089,243,1996
13090,291,1961
13091,279,1967
13092,270,1971
13093,202,2053
13094,232,2050
13095,238,2045
13096,254,2030
13097,229,2052
13098,267,2019
13099,195,2044
13100,262,2023
13101,206,2057
13102,275,2013
13103,220,2060
13104,224,2057
13105,294,2000
13106,249,2034
13107,280,2010
13108,303,1996
13109,241,2042
13110,290,2003
14056,174,2088
14057,182,2094
14058,170,2084
14059,196,2108
14060,196,2108
14061,185,2098
14062,199,2105
14063,206,2097
14064,216,2088
14065,220,2084
14066,220,2084
14067,210,2093
14068,224,2132
14069,220,2137
14070,232,2124
14071,235,2120
14072,241,2115
14073,224,2168
14074,212,2152
14075,218,2161
14076,207,2149
14077,215,2156
14078,226,2170
14079,183,2171
14080,253,2146
14081,197,2189
14082,193,2184
14083,186,2177
14084,265,2136
14085,247,2151
14086,258,2141
14087,198,2208
14088,285,2125
14089,243,2156
14090,291,2121
14091,279,2127
14092,270,2131
14093,202,2213
14094,232,2210
14095,238,2205
14096,254,2190
14097,229,2212
14098,267,2179
14099,195,2204
14100,262,2183
14101,206,2217
14102,275,2173
14103,220,2220
14104,224,2217
14105,294,2160
14106,249,2194
14107,280,2170
14108,303,2156
14109,241,2202
14110,290,2163
15056,174,2248
15057,182,2254
15058,170,2244
15059,196,2268
15060,196,2268
15061,185,2258
15062,199,2265
15063,206,2257
15064,216,2248
15065,220,2244
15066,220,2244
15067,210,2253
15068,224,2292
15069,220,2297
15070,232,2284
15071,235,2280
15072,241,2275
15073,224,2328
15074,212,2312
15075,218,2321
15076,207,2309
15077,215,2316
15078,226,2330
15079,183,2331
15080,253,2306
15081,197,2349
15082,193,2344
15083,186,2337
15084,265,2296
15085,247,2311
15086,258,2301
15087,198,2368
15088,285,2285
15089,243,2316
15090,291,2281
15091,279,2287
15092,270,2291
15093,202,2373
15094,232,2370
15095,238,2365
15096,254,2350
15097,229,2372
15098,267,2339
15099,195,2364
15100,262,2343
15101,206,2377
15102,275,2333
15103,220,2380
15104,224,2377
15105,294,2320
15106,249,2354
15107,280,2330
15108,303,2316
15109,241,2362
15110,290,2323
16056,174,2408
16057,182,2414
16058,170,2404
16059,196,2428
16060,196,2428
16061,185,2418
16062,199,2425
16063,206,2417
16064,216,2408
16065,220,2404
16066,220,2404
16067,210,2413
16068,224,2452
16069,220,2457
16070,232,2444
16071,235,2440
16072,241,2435
16073,224,2488
16074,212,2472
16075,218,2481
16076,207,2469
16077,215,2476
16078,226,2490
16079,183,2491
16080,253,2466
16081,197,2509
16082,193,2504
16083,186,2497
16084,265,2456
16085,247,2471
16086,258,2461
16087,198,2528
16088,285,2445
16089,243,2476
16090,291,2441
16091,279,2447
16092,270,2451
16093,202,2533
16094,232,2530
16095,238,2525
16096,254,2510
16097,229,2532
16098,267,2499
16099,195,2524
16100,262,2503
16101,206,2537
16102,275,2493
16103,220,2540
16104,224,2537
16105,294,2480
16106,249,2514
16107,280,2490
16108,303,2476
16109,241,2522
16110,290,2483
17056,174,2568
17057,182,2574
17058,170,2564
17059,196,2588
17060,196,2588
17061,185,2578
17062,199,2585
17063,206,2577
17064,216,2568
17065,220,2564
17066,220,2564
17067,210,2573
17068,224,2612
17069,220,2617
17070,232,2604
17071,235,2600
17072,241,2595
17073,224,2648
17074,212,2632
17075,218,2641
17076,207,2629
17077,215,2636
17078,226,2650
17079,183,2651
17080,253,2626
17081,197,2669
17082,193,2664
17083,186,2657
17084,265,2616
17085,247,2631
17086,258,2621
17087,198,2688
17088,285,2605
17089,243,2636
17090,291,2601
17091,279,2607
17092,270,2611
17093,202,2693
17094,232,2690
17095,238,2685
17096,254,2670
17097,229,2692
17098,267,2659
17099,195,2684
17100,262,2663
17101,206,2697
17102,275,2653
17103,220,2700
17104,224,2697
17105,294,2640
17106,249,2674
17107,280,2650
17108,303,2636
17109,241,2682
17110,290,2643
18056,174,2728
18057,182,2734
18058,170,2724
18059,196,2748
18060,196,2748
18061,185,2738
18062,199,2745
18063,206,2737
18064,216,2728
18065,220,2724
18066,220,2724
18067,210,2733
18068,224,2772
18069,220,2777
18070,232,2764
18071,235,2760
18072,241,2755
18073,224,2808
18074,212,2792
18075,218,2801
18076,207,2789
18077,215,2796
18078,226,2810
18079,183,2811
18080,253,2786
18081,197,2829
18082,193,2824
18083,186,2817
18084,265,2776
18085,247,2791
18086,258,2781
18087,198,2848
18088,285,2765
18089,243,2796
18090,291,2761
18091,279,2767
18092,270,2771
18093,202,2853
18094,232,2850
18095,238,2845
18096,254,2830
18097,229,2852
18098,267,2819
18099,195,2844
18100,262,2823
18101,206,2857
18102,275,2813
18103,220,2860
18104,224,2857
18105,294,2800
18106,249,2834
18107,280,2810
18108,303,2796
18109,241,2842
18110,290,2803
19056,14,328
19057,22,334
19058,10,324
19059,36,348
19060,36,348
19061,25,338
19062,39,345
19063,46,337
19064,56,328
19065,60,324
19066,60,324
19067,50,333
19068,64,372
19069,60,377
19070,72,364
19071,75,360
19072,81,355
19073,64,408
19074,52,392
19075,58,401
19076,47,389
19077,55,396
19078,66,410
19079,23,411
19080,93,386
19081,37,429
19082,33,424
19083,26,417
19084,105,376
19085,87,391
19086,98,381
19087,38,448
19088,125,365
19089,83,396
19090,131,361
19091,119,367
19092,110,371
19093,42,453
19094,72,450
19095,78,445
19096,94,430
19097,69,452
19098,107,419
19099,35,444
19100,102,423
19101,46,457
19102,115,413
19103,60,460
19104,64,457
19105,134,400
19106,89,434
19107,120,410
19108,143,396
19109,81,442
19110,130,403
20056,14,488
20057,22,494
20058,10,484
20059,36,508
20060,36,508
20061,25,498
20062,39,505
20063,46,497
20064,56,488
20065,60,484
20066,60,484
20067,50,493
20068,64,532
20069,60,537
20070,72,524
20071,75,520
20072,81,515
20073,64,568
20074,52,552
20075,58,561
20076,47,549
20077,55,556
20078,66,570
20079,23,571
20080,93,546
20081,37,589
20082,33,584
20083,26,577
20084,105,536
20085,87,551
20086,98,541
20087,38,608
20088,125,525
20089,83,556
20090,131,521
20091,119,527
20092,110,531
20093,42,613
20094,72,610
20095,78,605
20096,94,590
20097,69,612
20098,107,579
20099,35,604
20100,102,583
20101,46,617
20102,115,573
20103,60,620
20104,64,617
20105,134,560
20106,89,594
20107,120,570
20108,143,556
20109,81,602
20110,130,563
21056,14,648
21057,22,654
21058,10,644
21059,36,668
21060,36,668
21061,25,658
21062,39,665
21063,46,657
21064,56,648
21065,60,644
21066,60,644
21067,50,653
21068,64,692
21069,60,697
21070,72,684
21071,75,680
21072,81,675
21073,64,728
21074,52,712
21075,58,721
21076,47,709
21077,55,716
21078,66,730
21079,23,731
21080,93,706
21081,37,749
21082,33,744
21083,26,737
21084,105,696
21085,87,711
21086,98,701
21087,38,768
21088,125,685
21089,83,716
21090,131,681
21091,119,687
21092,110,691
21093,42,773
21094,72,770
21095,78,765
21096,94,750
21097,69,772
21098,107,739
21099,35,764
21100,102,743
21101,46,777
21102,115,733
21103,60,780
21104,64,777
21105,134,720
21106,89,754
21107,120,730
21108,143,716
21109,81,762
21110,130,723
22056,14,808
22057,22,814
22058,10,804
22059,36,828
22060,36,828
22061,25,818
22062,39,825
22063,46,817
22064,56,808
22065,60,804
22066,60,804
22067,50,813
22068,64,852
22069,60,857
22070,72,844
22071,75,840
22072,81,835
22073,64,888
22074,52,872
22075,58,881
22076,47,869
22077,55,876
22078,66,890
22079,23,891
22080,93,866
22081,37,909
22082,33,904
22083,26,897
22084,105,856
22085,87,871
22086,98,861
22087,38,928
22088,125,845
22089,83,876
22090,131,841
22091,119,847
22092,110,851
22093,42,933
22094,72,930
22095,78,925
22096,94,910
22097,69,932
22098,107,899
22099,35,924
22100,102,903
22101,46,937
22102,115,893
22103,60,940
22104,64,937
22105,134,880
22106,89,914
22107,120,890
22108,143,876
22109,81,922
22110,130,883
23056,494,488
23057,502,494
23058,490,484
23059,516,508
23060,516,508
23061,505,498
23062,519,505
23063,526,497
23064,536,488
23065,540,484
23066,540,484
23067,530,493
23068,544,532
23069,540,537
23070,552,524
23071,555,520
23072,561,515
23073,544,568
23074,532,552
23075,538,561
23076,527,549
23077,535,556
23078,546,570
23079,503,571
23080,573,546
23081,517,589
23082,513,584
23083,506,577
23084,585,536
23085,567,551
23086,578,541
23087,518,608
23088,605,525
23089,563,556
23090,611,521
23091,599,527
23092,590,531
23093,522,613
23094,552,610
23095,558,605
23096,574,590
23097,549,612
23098,587,579
23099,515,604
23100,582,583
23101,526,617
23102,595,573
23103,540,620
23104,544,617
23105,614,560
23106,569,594
23107,600,570
23108,623,556
23109,561,602
23110,610,563
24056,494,648
24057,502,654
24058,490,644
24059,516,668
24060,516,668
24061,505,658
24062,519,665
24063,526,657
24064,536,648
24065,540,644
24066,540,644
24067,530,653
24068,544,692
24069,540,697
24070,552,684
24071,555,680
24072,561,675
24073,544,728
24074,532,712
24075,538,721
24076,527,709
24077,535,716
24078,546,730
24079,503,731
24080,573,706
24081,517,749
24082,513,744
24083,506,737
24084,585,696
24085,567,711
24086,578,701
24087,518,768
24088,605,685
24089,563,716
24090,611,681
24091,599,687
24092,590,691
24093,522,773
24094,552,770
24095,558,765
24096,574,750
24097,549,772
24098,587,739
24099,515,764
24100,582,743
24101,526,777
24102,595,733
24103,540,780
24104,544,777
24105,614,720
24106,569,754
24107,600,730
24108,623,716
24109,561,762
24110,610,723
25056,494,808
25057,502,814
25058,490,804
25059,516,828
25060,516,828
25061,505,818
25062,519,825
25063,526,817
25064,536,808
25065,540,804
25066,540,804
25067,530,813
25068,544,852
25069,540,857
25070,552,844
25071,555,840
25072,561,835
25073,544,888
25074,532,872
25075,538,881
25076,527,869
25077,535,876
25078,546,890
25079,503,891
25080,573,866
25081,517,909
25082,513,904
25083,506,897
25084,585,856
25085,567,871
25086,578,861
25087,518,928
25088,605,845
25089,563,876
25090,611,841
25091,599,847
25092,590,851
25093,522,933
25094,552,930
25095,558,925
25096,574,910
25097,549,932
25098,587,899
25099,515,924
25100,582,903
25101,526,937
25102,595,893
25103,540,940
25104,544,937
25105,614,880
25106,569,914
25107,600,890
25108,623,876
25109,561,922
25110,610,883
26056,334,968
26057,342,974
26058,330,964
26059,356,988
26060,356,988
26061,345,978
26062,359,985
26063,366,977
26064,376,968
26065,380,964
26066,380,964
26067,370,973
26068,384,1012
26069,380,1017
26070,392,1004
26071,395,1000
26072,401,995
26073,384,1048
26074,372,1032
26075,378,1041
26076,367,1029
26077,375,1036
26078,386,1050
26079,343,1051
26080,413,1026
26081,357,1069
26082,353,1064
26083,346,1057
26084,425,1016
26085,407,1031
26086,418,1021
26087,358,1088
26088,445,1005
26089,403,1036
26090,451,1001
26091,439,1007
26092,430,1011
26093,362,1093
26094,392,1090
26095,398,1085
26096,414,1070
26097,389,1092
26098,427,1059
26099,355,1084
26100,422,1063
26101,366,1097
26102,435,1053
26103,380,1100
26104,384,1097
26105,454,1040
26106,409,1074
26107,440,1050
26108,463,1036
26109,401,1082
26110,450,1043
27056,334,1128
27057,342,1134
27058,330,1124
27059,356,1148
27060,356,1148
27061,345,1138
27062,359,1145
27063,366,1137
27064,376,1128
27065,380,1124
27066,380,1124
27067,370,1133
27068,384,1172
27069,380,1177
27070,392,1164
27071,395,1160
27072,401,1155
27073,384,1208
27074,372,1192
27075,378,1201
27076,367,1189
27077,375,1196
27078,386,1210
27079,343,1211
27080,413,1186
27081,357,1229
27082,353,1224
27083,346,1217
27084,425,1176
27085,407,1191
27086,418,1181
27087,358,1248
27088,445,1165
27089,403,1196
27090,451,1161
27091,439,1167
27092,430,1171
27093,362,1253
27094,392,1250
27095,398,1245
27096,414,1230
27097,389,1252
27098,427,1219
27099,355,1244
27100,422,1223
27101,366,1257
27102,435,1213
27103,380,1260
27104,384,1257
27105,454,1200
27106,409,1234
27107,440,1210
27108,463,1196
27109,401,1242
27110,450,1203
28056,334,1288
28057,342,1294
28058,330,1284
28059,356,1308
28060,356,1308
28061,345,1298
28062,359,1305
28063,366,1297
28064,376,1288
28065,380,1284
28066,380,1284
28067,370,1293
28068,384,1332
28069,380,1337
28070,392,1324
28071,395,1320
28072,401,1315
28073,384,1368
28074,372,1352
28075,378,1361
28076,367,1349
28077,375,1356
28078,386,1370
28079,343,1371
28080,413,1346
28081,357,1389
28082,353,1384
28083,346,1377
28084,425,1336
28085,407,1351
28086,418,1341
28087,358,1408
28088,445,1325
28089,403,1356
28090,451,1321
28091,439,1327
28092,430,1331
28093,362,1413
28094,392,1410
28095,398,1405
28096,414,1390
28097,389,1412
28098,427,1379
28099,355,1404
28100,422,1383
28101,366,1417
28102,435,1373
28103,380,1420
28104,384,1417
28105,454,1360
28106,409,1394
28107,440,1370
28108,463,1356
28109,401,1402
28110,450,1363
29056,334,1448
29057,342,1454
29058,330,1444
29059,356,1468
29060,356,1468
29061,345,1458
29062,359,1465
29063,366,1457
29064,376,1448
29065,380,1444
29066,380,1444
29067,370,1453
29068,384,1492
29069,380,1497
29070,392,1484
29071,395,1480
29072,401,1475
29073,384,1528
29074,372,1512
29075,378,1521
29076,367,1509
29077,375,1516
29078,386,1530
29079,343,1531
29080,413,1506
29081,357,1549
29082,353,1544
29083,346,1537
29084,425,1496
29085,407,1511
29086,418,1501
29087,358,1568
29088,445,1485
29089,403,1516
29090,451,1481
29091,439,1487
29092,430,1491
29093,362,1573
29094,392,1570
29095,398,1565
29096,414,1550
29097,389,1572
29098,427,1539
29099,355,1564
29100,422,1543
29101,366,1577
29102,435,1533
29103,380,1580
29104,384,1577
29105,454,1520
29106,409,1554
29107,440,1530
29108,463,1516
29109,401,1562
29110,450,1523
30056,334,1608
30057,342,1614
30058,330,1604
30059,356,1628
30060,356,1628
30061,345,1618
30062,359,1625
30063,366,1617
30064,376,1608
30065,380,1604
30066,380,1604
30067,370,1613
30068,384,1652
30069,380,1657
30070,392,1644
30071,395,1640
30072,401,1635
30073,384,1688
30074,372,1672
30075,378,1681
30076,367,1669
30077,375,1676
30078,386,1690
30079,343,1691
30080,413,1666
30081,357,1709
30082,353,1704
30083,346,1697
30084,425,1656
30085,407,1671
30086,418,1661
30087,358,1728
30088,445,1645
30089,403,1676
30090,451,1641
30091,439,1647
30092,430,1651
30093,362,1733
30094,392,1730
30095,398,1725
30096,414,1710
30097,389,1732
30098,427,1699
30099,355,1724
30100,422,1703
30101,366,1737
30102,435,1693
30103,380,1740
30104,384,1737
30105,454,1680
30106,409,1714
30107,440,1690
30108,463,1676
30109,401,1722
30110,450,1683
31056,334,1768
31057,342,1774
31058,330,1764
31059,356,1788
31060,356,1788
31061,345,1778
31062,359,1785
31063,366,1777
31064,376,1768
31065,380,1764
31066,380,1764
31067,370,1773
31068,384,1812
31069,380,1817
31070,392,1804
31071,395,1800
31072,401,1795
31073,384,1848
31074,372,1832
31075,378,1841
31076,367,1829
31077,375,1836
31078,386,1850
31079,343,1851
31080,413,1826
31081,357,1869
31082,353,1864
31083,346,1857
31084,425,1816
31085,407,1831
31086,418,1821
31087,358,1888
31088,445,1805
31089,403,1836
31090,451,1801
31091,439,1807
31092,430,1811
31093,362,1893
31094,392,1890
31095,398,1885
31096,414,1870
31097,389,1892
31098,427,1859
31099,355,1884
31100,422,1863
31101,366,1897
31102,435,1853
31103,380,1900
31104,384,1897
31105,454,1840
31106,409,1874
31107,440,1850
31108,463,1836
31109,401,1882
31110,450,1843
32056,334,1928
32057,342,1934
32058,330,1924
32059,356,1948
32060,356,1948
32061,345,1938
32062,359,1945
32063,366,1937
32064,376,1928
32065,380,1924
32066,380,1924
32067,370,1933
32068,384,1972
32069,380,1977
32070,392,1964
32071,395,1960
32072,401,1955
32073,384,2008
32074,372,1992
32075,378,2001
32076,367,1989
32077,375,1996
32078,386,2010
32079,343,2011
32080,413,1986
32081,357,2029
32082,353,2024
32083,346,2017
32084,425,1976
32085,407,1991
32086,418,1981
32087,358,2048
32088,445,1965
32089,403,1996
32090,451,1961
32091,439,1967
32092,430,1971
32093,362,2053
32094,392,2050
32095,398,2045
32096,414,2030
32097,389,2052
32098,427,2019
32099,355,2044
32100,422,2023
32101,366,2057
32102,435,2013
32103,380,2060
32104,384,2057
32105,454,2000
32106,409,2034
32107,440,2010
32108,463,1996
32109,401,2042
32110,450,2003
33056,334,2088
33057,342,2094
33058,330,2084
33059,356,2108
33060,356,2108
33061,345,2098
33062,359,2105
33063,366,2097
33064,376,2088
33065,380,2084
33066,380,2084
33067,370,2093
33068,384,2132
33069,380,2137
33070,392,2124
33071,395,2120
33072,401,2115
33073,384,2168
33074,372,2152
33075,378,2161
33076,367,2149
33077,375,2156
33078,386,2170
33079,343,2171
33080,413,2146
33081,357,2189
33082,353,2184
33083,346,2177
33084,425,2136
33085,407,2151
33086,418,2141
33087,358,2208
33088,445,2125
33089,403,2156
33090,451,2121
33091,439,2127
33092,430,2131
33093,362,2213
33094,392,2210
33095,398,2205
33096,414,2190
33097,389,2212
33098,427,2179
33099,355,2204
33100,422,2183
33101,366,2217
33102,435,2173
33103,380,2220
33104,384,2217
33105,454,2160
33106,409,2194
33107,440,2170
33108,463,2156
33109,401,2202
33110,450,2163
